action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,ND(Insoluble),13832635,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC(=O)Nc1ccc2c(c1)OCCO2)Cc1nc2scc(-c3ccc(C)s3)c2c(=O)[nH]1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087138,,CHEMBL3087138,,0,,1949413,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832636,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CSc1nnc(-c2ccc3c(c2)OCCO3)c(O)n1)Nc1ccc(F)c(F)c1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087137,,CHEMBL3087137,,0,,1949412,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832637,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN1CCN(CCNC(=O)[C@H](C)C2CCN(C(=O)c3cc4cc(Cl)ccc4[nH]3)CC2)CC1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087136,,CHEMBL3087136,,0,,1949411,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832638,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=O)CN(C)C(=O)c2cc(-c3ccc(C)s3)[nH]n2)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087135,,CHEMBL3087135,,0,,1949410,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,13832639,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Nc1nc(CSc2nnc(Cc3ccccc3F)n2N)nc(Nc2ccc(Cl)cc2)n1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087134,,CHEMBL3087134,,0,,1949409,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832640,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@H]1CCc2c(sc3nc(CCC(=O)NCc4ccc5c(c4)OCO5)[nH]c(=O)c23)C1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087253,,CHEMBL3087253,,0,,1949539,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832641,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1cccc(NC(=O)CNC(=O)CCc2nc(O)c3c4c(sc3n2)CCCC4)c1C,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL1434377,,CHEMBL1434377,,0,,1949537,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832642,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCc1nc(O)c2c3c(sc2n1)CCCC3)NCC(=O)Nc1ccccc1Br,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL1357139,,CHEMBL1357139,,0,,1949536,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832643,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CC(C)(C)[C@@H]1CCc2c(sc3nc(CCC(=O)N4CCN(c5ccccn5)CC4)[nH]c(=O)c23)C1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087251,,CHEMBL3087251,,0,,1949535,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832644,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CSc1nnc(-c2ccc3c(c2)OCCO3)c(O)n1)Nc1ccc(F)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087250,,CHEMBL3087250,,0,,1949534,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,13832645,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N=C(NC1=N[C@@H](CC(=O)Nc2ccc(Cl)cc2)C(O)=N1)Nc1ccccc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087249,,CHEMBL3087249,,0,,1949533,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832646,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](Sc1nc2scc(-c3cccs3)c2c(=O)[nH]1)C(=O)NC(=O)NC1CCCCC1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087248,,CHEMBL3087248,,0,,1949532,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832647,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)Nc1ccc(Cl)c(Cl)c1)Cc1nc2scc(-c3ccc(F)cc3)c2c(=O)[nH]1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087247,,CHEMBL3087247,,0,,1949531,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832648,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)Nc1cccc(F)c1)Cc1nc2scc(-c3ccc(F)cc3)c2c(=O)[nH]1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087246,,CHEMBL3087246,,0,,1949530,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832649,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=c1[nH]c(CN2CCC[C@@H]2c2ccc3c(c2)OCCCO3)nc2scc(-c3ccccc3)c12,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087155,,CHEMBL3087155,,0,,1949430,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,13832650,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@@H](SCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)C(=O)Nc1ccc2c(c1)OCO2,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087154,,CHEMBL3087154,,0,,1949429,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832651,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1cccc(NC(=O)/C=C(\C)NNC(=O)c2ccc(-c3ccccc3)cc2)c1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087153,,CHEMBL3087153,,0,,1949428,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,13832652,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCNC(=O)c1cc2ccccc2[nH]1)C(=O)NCc1ccc2c(c1)OCO2,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087152,,CHEMBL3087152,,0,,1949427,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832653,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CSCC(=O)Nc1ccccc1)NNC(=O)Nc1ccccc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087151,,CHEMBL3087151,,0,,1949426,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832654,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CCc1nc2sc3c(c2c(=O)[nH]1)CCCC3)NCc1nc2ccccc2[nH]1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087150,,CHEMBL3087150,,0,,1949425,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832655,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(CSCC(=O)Nc1ccccc1)NNC(=O)Nc1ccc(Cl)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087260,,CHEMBL3087260,,0,,1949547,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832656,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1ccc(/C=N/NC(=O)c2cc(-c3cccc([N+](=O)[O-])c3)[nH]n2)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087259,,CHEMBL3087259,,0,,1949546,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832657,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(C(=O)Nc2c(N)nc(SCC(=O)NCc3ccc4c(c3)OCO4)[nH]c2=O)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087258,,CHEMBL3087258,,0,,1949545,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832658,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccc(Cn2cc(C(=O)NNC(=O)Nc3ccc4c(c3)OCO4)ccc2=O)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087257,,CHEMBL3087257,,0,,1949544,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832659,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,C[C@H](SCc1nc2scc(-c3ccccc3)c2c(=O)[nH]1)C(=O)NCc1nc2ccccc2[nH]1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087256,,CHEMBL3087256,,0,,1949543,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,Not Active,13832660,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCCNc1ccc(Nc2ccccn2)nn1)Nc1ccccc1F,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087255,,CHEMBL3087255,,0,,1949542,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,ND(Insoluble),13832661,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(NC(=N)Nc2nc(C)c(Cc3ccccc3)c(O)n2)cc1,,,CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL1612879,,CHEMBL1612879,,0,,1949540,,1,0,,,IC50,,,,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,,,,
,,13832676,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CN(CC(=O)Nc1ccc(N2CCOCC2)cc1)Cc1nc2scc(-c3ccccc3)c2c(=O)[nH]1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL3085658,Eur J Med Chem,2013,,CHEMBL3087261,,CHEMBL3087261,,0,http://www.openphacts.org/units/Nanomolar,1949548,=,1,1,=,,IC50,nM,,167500.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,167.5
,,13832677,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,Cc1ccccc1Nc1nc(N)nc(CN2CCC[C@@H]2c2nc3ccccc3s2)n1,,,CHEMBL3085658,Eur J Med Chem,2013,"{'bei': '10.04', 'le': '0.19', 'lle': '-0.26', 'sei': '4.52'}",CHEMBL3087262,,CHEMBL3087262,4.19,0,http://www.openphacts.org/units/Nanomolar,1949549,=,1,1,=,,IC50,nM,,64100.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,64.1
,,13832678,[],CHEMBL3088701,Antagonist activity at human TLR4 expressed in LPS-stimulated HEK293 cells co-expressing MDM2 and CD14 after 2 hrs by SEAP assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(O)c(C(=O)c2cnc(/N=C(\N)Nc3ccc(F)cc3)nc2)c1,,,CHEMBL3085658,Eur J Med Chem,2013,"{'bei': '12.53', 'le': '0.23', 'lle': '2.16', 'sei': '3.89'}",CHEMBL3087263,,CHEMBL3087263,4.78,0,http://www.openphacts.org/units/Nanomolar,1949550,=,1,1,=,,IC50,nM,,16600.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,16.6
,,15134507,[],CHEMBL3385344,Inhibition of LPS-induced TLR4 activation (unknown origin) expressed in HEK293 Blue cells compound treated for 30 mins prior LPS treatment measured after 2 to 4 hrs by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@@H](OC(=O)CCCCC)[C@@H](OC)O[C@H](CSCCNC(=S)NCCN(CCN)CCN)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '7.38', 'le': '0.15', 'lle': '2.18', 'sei': '3.07'}",CHEMBL3360816,,CHEMBL3546098,5.43,0,http://www.openphacts.org/units/Nanomolar,2272790,=,1,1,=,,IC50,nM,,3700.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,3.7
,,15134508,[],CHEMBL3385344,Inhibition of LPS-induced TLR4 activation (unknown origin) expressed in HEK293 Blue cells compound treated for 30 mins prior LPS treatment measured after 2 to 4 hrs by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](CSCCN)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](CSCCN)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '5.61', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360819,,CHEMBL3545913,5.89,0,http://www.openphacts.org/units/Nanomolar,2272794,=,1,1,=,,IC50,nM,,1300.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,1.3
,,15134509,[],CHEMBL3385344,Inhibition of LPS-induced TLR4 activation (unknown origin) expressed in HEK293 Blue cells compound treated for 30 mins prior LPS treatment measured after 2 to 4 hrs by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](Cn3cc(CNC(=S)NCCN)nn3)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](Cn2cc(CNC(=S)NCCN)nn2)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '4.09', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360820,,CHEMBL3545914,5.30,0,http://www.openphacts.org/units/Nanomolar,2272795,=,1,1,=,,IC50,nM,,5000.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,5.0
,,15134510,[],CHEMBL3385344,Inhibition of LPS-induced TLR4 activation (unknown origin) expressed in HEK293 Blue cells compound treated for 30 mins prior LPS treatment measured after 2 to 4 hrs by spectrophotometry,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](Cn3cc(CN(CCN)CCN)nn3)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](Cn2cc(CN(CCN)CCN)nn2)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '4.92', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360821,,CHEMBL3545915,6.22,0,http://www.openphacts.org/units/Nanomolar,2272796,=,1,1,=,,IC50,nM,,600.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.6
,,15134511,[],CHEMBL3385349,Antagonist activity at human TLR4 expressed in HEK293 cells co-transfected with human MD-2/CD14 assessed as inhibition of LPS-stimulated receptor signal after 2 to 4 hrs by dual luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@@H](OC(=O)CCCCC)[C@@H](OC)O[C@H](CSCCNC(=S)NCCN(CCN)CCN)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '7.35', 'le': '0.15', 'lle': '2.16', 'sei': '3.06'}",CHEMBL3360816,,CHEMBL3546098,5.41,0,http://www.openphacts.org/units/Nanomolar,2272790,=,1,1,=,,IC50,nM,,3900.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,3.9
,,15134512,[],CHEMBL3385349,Antagonist activity at human TLR4 expressed in HEK293 cells co-transfected with human MD-2/CD14 assessed as inhibition of LPS-stimulated receptor signal after 2 to 4 hrs by dual luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](CSCCN)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](CSCCN)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '5.58', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360819,,CHEMBL3545913,5.85,0,http://www.openphacts.org/units/Nanomolar,2272794,=,1,1,=,,IC50,nM,,1400.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,1.4
,,15134513,[],CHEMBL3385349,Antagonist activity at human TLR4 expressed in HEK293 cells co-transfected with human MD-2/CD14 assessed as inhibition of LPS-stimulated receptor signal after 2 to 4 hrs by dual luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](Cn3cc(CNC(=S)NCCN)nn3)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](Cn2cc(CNC(=S)NCCN)nn2)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '4.80', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360820,,CHEMBL3545914,6.22,0,http://www.openphacts.org/units/Nanomolar,2272795,=,1,1,=,,IC50,nM,,600.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.6
,,15134514,[],CHEMBL3385349,Antagonist activity at human TLR4 expressed in HEK293 cells co-transfected with human MD-2/CD14 assessed as inhibition of LPS-stimulated receptor signal after 2 to 4 hrs by dual luciferase reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCC(=O)O[C@@H]1[C@H](OC(=O)CCCCC)[C@@H](O[C@H]2O[C@H](Cn3cc(CN(CCN)CCN)nn3)[C@@H](OC(=O)CCCCC)[C@H](OC(=O)CCCCC)[C@H]2OC(=O)CCCCC)O[C@H](Cn2cc(CN(CCN)CCN)nn2)[C@H]1OC(=O)CCCCC.Cl,,,CHEMBL3352094,J Med Chem,2014,"{'bei': '5.30', 'le': None, 'lle': None, 'sei': None}",CHEMBL3360821,,CHEMBL3545915,6.70,0,http://www.openphacts.org/units/Nanomolar,2272796,=,1,1,=,,IC50,nM,,200.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.2
,,18171904,[],CHEMBL4037933,Antagonist activity at human TLR4 expressed in HEK blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after overnight incubation in absence of light by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)(O)O)O[C@H](CO)[C@@H](OP(=O)(O)O)[C@@H]1OC(=O)CCCCCCCCCCCCC,,,CHEMBL4033792,J Med Chem,2018,"{'bei': '7.50', 'le': '0.16', 'lle': '-1.39', 'sei': '2.61'}",CHEMBL4100044,,CHEMBL4100044,5.70,0,http://www.openphacts.org/units/Nanomolar,3014853,=,1,1,=,,IC50,nM,,2000.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,2.0
,,18171905,[],CHEMBL4037933,Antagonist activity at human TLR4 expressed in HEK blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after overnight incubation in absence of light by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)([O-])O)O[C@H](CO)[C@@H](OP(=O)([O-])O)[C@@H]1OC(=O)CCCCCCCCCCC.[Na+].[Na+],,,CHEMBL4033792,J Med Chem,2018,"{'bei': '8.81', 'le': '0.18', 'lle': '0.67', 'sei': '2.84'}",CHEMBL4070714,,CHEMBL4117338,6.20,0,http://www.openphacts.org/units/Nanomolar,3014851,=,1,1,=,,IC50,nM,,630.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,0.63
,,18171906,[],CHEMBL4037933,Antagonist activity at human TLR4 expressed in HEK blue cells assessed as inhibition of LPS-induced NF-kappaB activation-mediated SEAP production preincubated for 30 mins followed by LPS addition measured after overnight incubation in absence of light by NF-kappaB reporter gene assay,B,,,BAO_0000190,BAO_0000219,cell-based format,CCCCCCCCCC(=O)N[C@H]1[C@@H](OP(=O)([O-])O)O[C@H](CO)[C@@H](OP(=O)([O-])O)[C@@H]1OC(=O)CCCCCCCCC.[Na+].[Na+],,,CHEMBL4033792,J Med Chem,2018,"{'bei': '8.13', 'le': '0.17', 'lle': '1.29', 'sei': '2.41'}",CHEMBL4069693,,CHEMBL4117337,5.26,0,http://www.openphacts.org/units/Nanomolar,3014850,=,1,1,=,,IC50,nM,,5450.0,CHEMBL5255,Homo sapiens,Toll-like receptor 4,9606,,,IC50,uM,UO_0000065,,5.45
